sequence_id,time_index,split,condition,corruption_label,corruption_type,mahalanobis_distance_squared,mahalanobis_distance,trust_score,trust_group
train_0000,0,train,high_vibration,0,none,93.859206252450377,9.6880961108181811,0.0019124255224256773,low
train_0000,1,train,high_vibration,0,none,96.160064603733048,9.806123831756004,0.0016403838112111538,low
train_0000,2,train,high_vibration,0,none,104.35752288721991,10.215552989790613,0.00094956565650612451,low
train_0000,3,train,high_vibration,0,none,113.62796562214309,10.659641908720156,0.00051171482918736528,low
train_0000,4,train,high_vibration,0,none,96.425032686020089,9.819624875015343,0.0016116520507461678,low
train_0000,5,train,high_vibration,0,none,106.34004796320193,10.31213110676944,0.0008319662939120264,low
train_0000,6,train,high_vibration,0,none,96.146301122944678,9.8054220267637984,0.0016418901675835857,low
train_0000,7,train,high_vibration,1,spike,991.76255853656437,31.49226188346217,1.8874893260797814e-29,low
train_0000,8,train,high_vibration,0,none,110.41482345897239,10.5078458048723,0.00063399999721166415,low
train_0000,9,train,high_vibration,0,none,88.804294861944996,9.4236030721770643,0.0026790966587109622,low
train_0000,10,train,high_vibration,0,none,95.980353978922011,9.7969563630202021,0.0016601616541727729,low
train_0000,11,train,high_vibration,0,none,112.30384721141779,10.597350952545536,0.00055895653634480016,low
train_0000,12,train,high_vibration,0,none,92.210893797382738,9.602650352761092,0.0021346373311005888,low
train_0000,13,train,high_vibration,0,none,113.43918590996829,10.650783347245792,0.00051819780825526878,low
train_0000,14,train,high_vibration,0,none,104.26519933723871,10.211033215950222,0.00095543014034775095,low
train_0000,15,train,high_vibration,0,none,126.83422140111507,11.262070031797666,0.00021209931105717843,low
train_0000,16,train,high_vibration,0,none,122.57255935265314,11.071249222768547,0.00028181783333461563,low
train_0000,17,train,high_vibration,0,none,129.56909938008562,11.382842324309232,0.00017673795429940886,low
train_0000,18,train,high_vibration,0,none,140.77463438275657,11.864848687731191,8.3711927631995712e-05,low
train_0000,19,train,high_vibration,0,none,126.28412270614582,11.237620865029475,0.00022002478131160548,low
train_0000,20,train,high_vibration,0,none,137.02528675898978,11.705780057689012,0.00010749259574880185,low
train_0000,21,train,high_vibration,0,none,118.18971961798748,10.871509537225613,0.00037749162226190876,low
train_0000,22,train,high_vibration,0,none,117.18715036581997,10.825301398382402,0.00040359374253312228,low
train_0000,23,train,high_vibration,0,none,97.698750783691722,9.8842678425714325,0.0014804064808038116,low
train_0000,24,train,high_vibration,0,none,124.38464724064028,11.152786523584153,0.00024973851481688731,low
train_0000,25,train,high_vibration,0,none,113.23896607275438,10.641379895143034,0.00052516343179807422,low
train_0000,26,train,high_vibration,0,none,118.36969906017721,10.879783962017683,0.00037298780121862413,low
train_0000,27,train,high_vibration,0,none,97.05979785880821,9.8518931104031076,0.0015448516308970719,low
train_0000,28,train,high_vibration,0,none,108.2829698460164,10.405910332403234,0.00073085879880617792,low
train_0000,29,train,high_vibration,0,none,110.7397338791522,10.523294820499528,0.00062041026510781499,low
train_0000,30,train,high_vibration,0,none,118.40147447800423,10.881244160389208,0.00037219824970040815,low
train_0000,31,train,high_vibration,0,none,114.56355287086265,10.703436498193589,0.00048076282179004192,low
train_0000,32,train,high_vibration,0,none,103.67137160368546,10.181913945996865,0.00099402610172090173,low
train_0000,33,train,high_vibration,0,none,102.626027257019,10.130450496252326,0.0010657952415946911,low
train_0000,34,train,high_vibration,0,none,107.3467440999692,10.360827384913291,0.00077794536853446731,low
train_0000,35,train,high_vibration,0,none,103.3685515617978,10.167032583885909,0.0010143043142345747,low
train_0000,36,train,high_vibration,0,none,93.494028926239409,9.6692310411034974,0.0019595712097494064,low
train_0000,37,train,high_vibration,0,none,113.46571447831349,10.652028655533814,0.00051728184106699011,low
train_0000,38,train,high_vibration,0,none,105.25808737859035,10.259536411485186,0.00089421556500028285,low
train_0000,39,train,high_vibration,0,none,99.769451105281206,9.9884659034949514,0.0012894601286662566,low
train_0000,40,train,high_vibration,0,none,121.9581858133413,11.043468015679736,0.00029360428153398199,low
train_0000,41,train,high_vibration,1,spike,418.09078891849225,20.447268495290324,7.7797281163573023e-13,low
train_0000,42,train,high_vibration,0,none,128.27885445205848,11.326025536438564,0.000192618853196999,low
train_0000,43,train,high_vibration,0,none,111.07786537305257,10.539348432092591,0.00060657677243364857,low
train_0000,44,train,high_vibration,0,none,93.586852715701156,9.6740298074639579,0.0019474782817072709,low
train_0000,45,train,high_vibration,0,none,102.3463272233878,10.116636161461368,0.0010858620206632907,low
train_0000,46,train,high_vibration,0,none,93.974634023180656,9.694051476198208,0.0018977606257909319,low
train_0000,47,train,high_vibration,0,none,83.363361418417739,9.1303538495732877,0.0038509907290039209,low
train_0000,48,train,high_vibration,1,random_replacement,3.2701658605828738,1.8083599919769497,0.80405764741127417,high
train_0000,49,train,high_vibration,0,none,87.613660490037219,9.3602169040058687,0.0029004966065821649,low
train_0000,50,train,high_vibration,0,none,101.75597553930707,10.087416693054127,0.0011294651068843077,low
train_0000,51,train,high_vibration,0,none,104.15968283715897,10.20586511948688,0.00096217701864959428,low
train_0000,52,train,high_vibration,0,none,98.453056214488228,9.9223513450435838,0.001407778279675637,low
train_0000,53,train,high_vibration,0,none,123.33876494348965,11.105798708039401,0.00026777935650690646,low
train_0000,54,train,high_vibration,0,none,123.83021851482793,11.127902700636268,0.00025914526273003848,low
train_0000,55,train,high_vibration,0,none,118.97699266482378,10.907657524181063,0.00035818365958212891,low
train_0000,56,train,high_vibration,0,none,114.99303612440538,10.723480597474188,0.00046718821985463547,low
train_0000,57,train,high_vibration,0,none,107.2375089847673,10.355554499145244,0.00078363322786307416,low
train_0000,58,train,high_vibration,0,none,100.4630202866262,10.023124277720306,0.0012311764109451647,low
train_0000,59,train,high_vibration,0,none,84.069983029018772,9.1689684822786237,0.0036737263867171448,low
train_0000,60,train,high_vibration,0,none,91.69369765662087,9.575682620921647,0.0022095482706699335,low
train_0000,61,train,high_vibration,0,none,104.27356424964374,10.211442809399841,0.00095489730399128724,low
train_0000,62,train,high_vibration,0,none,102.97245340297778,10.14753435091391,0.0010414545998264687,low
train_0000,63,train,high_vibration,0,none,132.86224024001507,11.526588404207684,0.00014188993600433458,low
train_0000,64,train,high_vibration,0,none,141.68641797789473,11.903210406352343,7.8773407705284937e-05,low
train_0000,65,train,high_vibration,0,none,191.71060761040033,13.845959974317431,2.8024917110323985e-06,low
train_0000,66,train,high_vibration,0,none,207.56729696939118,14.407196013429926,9.7340123993346103e-07,low
train_0000,67,train,high_vibration,1,spike,1524.2392188856718,39.041506360355406,7.1437448184654004e-45,low
train_0000,68,train,high_vibration,0,none,194.67167709284553,13.952479245383078,2.3002963347894024e-06,low
train_0000,69,train,high_vibration,0,none,168.30581645920944,12.973273159045462,1.3347813834664198e-05,low
train_0000,70,train,high_vibration,0,none,147.9342838289075,12.16282384271463,5.1930751395978349e-05,low
train_0000,71,train,high_vibration,0,none,152.31758312824931,12.341700981965545,3.8767915505188617e-05,low
train_0000,72,train,high_vibration,0,none,130.4935680137848,11.423378134938229,0.00016617080420142945,low
train_0000,73,train,high_vibration,0,none,157.78173885463369,12.561120127386477,2.6928724302665063e-05,low
train_0000,74,train,high_vibration,0,none,171.31118464803924,13.088589864765389,1.0923619942058521e-05,low
train_0000,75,train,high_vibration,0,none,163.66190122739994,12.793041125057011,1.8193256251921724e-05,low
train_0000,76,train,high_vibration,0,none,163.66567823544077,12.793188743837119,1.8188674218049086e-05,low
train_0000,77,train,high_vibration,1,random_replacement,165.08704962645783,12.848620533989546,1.6543762988835545e-05,low
train_0000,78,train,high_vibration,0,none,183.34774779945181,13.540596286702142,4.8950291947880358e-06,low
train_0000,79,train,high_vibration,0,none,143.70275944282119,11.987608578979428,6.8862209366918285e-05,low
train_0000,80,train,high_vibration,0,none,146.58471580806332,12.107217508910267,5.6821374122054297e-05,low
train_0000,81,train,high_vibration,0,none,162.87954638526236,12.762427135355656,1.9167679565554523e-05,low
train_0000,82,train,high_vibration,0,none,162.31007228538198,12.740097028099196,1.9909623370332138e-05,low
train_0000,83,train,high_vibration,0,none,158.62948741781997,12.594819864445064,2.5448529814811172e-05,low
train_0000,84,train,high_vibration,1,spike,4872.7996843021265,69.805441652511064,7.423246103727649e-142,low
train_0000,85,train,high_vibration,0,none,144.65554548088693,12.02728337908802,6.4622789677310771e-05,low
train_0000,86,train,high_vibration,0,none,152.0665387315081,12.331526212578398,3.9422428329164105e-05,low
train_0000,87,train,high_vibration,0,none,114.08769068550819,10.681183955232125,0.00049626440529092154,low
train_0000,88,train,high_vibration,0,none,102.98902270961167,10.148350738401373,0.0010403044368113108,low
train_0000,89,train,high_vibration,0,none,133.80708261335988,11.567501139544351,0.00013322520963742111,low
train_0000,90,train,high_vibration,0,none,121.68622678125641,11.031148026441146,0.00029897787492511404,low
train_0000,91,train,high_vibration,0,none,124.17152106005631,11.143227587196463,0.00025331344019478179,low
train_0000,92,train,high_vibration,0,none,92.689396140183575,9.6275332323593457,0.0020675945716594492,low
train_0000,93,train,high_vibration,0,none,91.541722516488917,9.5677438571739017,0.0022320560865682925,low
train_0000,94,train,high_vibration,0,none,94.658366136358453,9.72925311297627,0.0018131707641275967,low
train_0000,95,train,high_vibration,0,none,120.78701900987156,10.990314782110271,0.0003174552620433657,low
train_0000,96,train,high_vibration,0,none,96.450391214599549,9.8209160069007595,0.0016089288302582481,low
train_0000,97,train,high_vibration,0,none,79.834021595647798,8.9349886175443896,0.0048729467140308496,low
train_0000,98,train,high_vibration,0,none,108.41148743007069,10.412083721814318,0.00072462158116485674,low
train_0000,99,train,high_vibration,0,none,101.31402979675774,10.06548706207294,0.0011632491875895998,low
train_0000,100,train,high_vibration,0,none,129.06382016581895,11.36062587033914,0.00018279489848254497,low
train_0000,101,train,high_vibration,0,none,104.03889829865562,10.19994599488917,0.0009699586609790015,low
train_0000,102,train,high_vibration,0,none,136.79372505115435,11.695884962291411,0.00010916544797863661,low
train_0000,103,train,high_vibration,0,none,127.46238360375571,11.289923985738598,0.00020339767683098974,low
train_0000,104,train,high_vibration,1,spike,300.50653252828522,17.335124243231867,1.9793438943364076e-09,low
train_0000,105,train,high_vibration,0,none,143.36808212776594,11.9736411390924,7.0416447162116347e-05,low
train_0000,106,train,high_vibration,0,none,123.45911070308252,11.111215536703558,0.0002656388284372209,low
train_0000,107,train,high_vibration,0,none,97.036081735302901,9.8506894040621802,0.0015472969109778184,low
train_0000,108,train,high_vibration,0,none,139.61208124999092,11.81575563601376,9.0460297806503536e-05,low
train_0000,109,train,high_vibration,0,none,131.26516485920834,11.457101066989344,0.0001578364114785535,low
train_0000,110,train,high_vibration,0,none,121.75869609333064,11.034432295924002,0.0002975364275114892,low
train_0000,111,train,high_vibration,0,none,109.03232012081583,10.441854247250141,0.0006952328381589633,low
train_0000,112,train,high_vibration,0,none,95.784700058527733,9.7869658249391946,0.001681965343756321,low
train_0000,113,train,high_vibration,0,none,115.22656129635655,10.73436357202217,0.00045996879071186778,low
train_0000,114,train,high_vibration,0,none,117.57413556131742,10.843160773562174,0.00039331117892124292,low
train_0000,115,train,high_vibration,0,none,125.99944185394286,11.224947298492891,0.00022424187824856556,low
train_0000,116,train,high_vibration,0,none,143.64554343150868,11.985221876607403,6.9125467625322552e-05,low
train_0000,117,train,high_vibration,0,none,105.52905343876169,10.272733494000596,0.00087820179002026124,low
train_0000,118,train,high_vibration,0,none,91.459264990926599,9.563433744786785,0.0022443640072555564,low
train_0000,119,train,high_vibration,0,none,122.51801878253347,11.068785786279065,0.00028284474443821304,low
train_0000,120,train,high_vibration,0,none,144.96490025802322,12.040137053124571,6.3303242259227355e-05,low
train_0000,121,train,high_vibration,0,none,149.75287559803078,12.237355743706676,4.5999518912804014e-05,low
train_0000,122,train,high_vibration,0,none,142.13076953401949,11.921860992899536,7.6473332351603064e-05,low
train_0000,123,train,high_vibration,0,none,147.87168557693573,12.160250226740226,5.2147995640376514e-05,low
train_0000,124,train,high_vibration,0,none,117.55590853883471,10.842320256238271,0.00039378955630861904,low
train_0000,125,train,high_vibration,0,none,121.18627615060784,11.008463841545188,0.00030911420839620674,low
train_0000,126,train,high_vibration,0,none,99.605970230483223,9.980279065761799,0.0013035952353105664,low
train_0000,127,train,high_vibration,0,none,113.21133009589779,10.640081301188342,0.00052613220966909199,low
train_0000,128,train,high_vibration,0,none,139.92856214532952,11.82914038065867,8.8571066441039725e-05,low
train_0000,129,train,high_vibration,0,none,120.25572536869336,10.966117150965211,0.00032890481043641148,low
train_0000,130,train,high_vibration,0,none,149.5977986072395,12.231017889253515,4.6477711630757959e-05,low
train_0000,131,train,high_vibration,0,none,118.93346757917854,10.905662179766002,0.00035922485081473052,low
train_0000,132,train,high_vibration,0,none,116.97928342840821,10.815696160137275,0.00040922750012939766,low
train_0000,133,train,high_vibration,0,none,101.06942401904905,10.05332900183064,0.0011823803407995761,low
train_0000,134,train,high_vibration,0,none,112.21360758693463,10.593092446822817,0.00056233047676790152,low
train_0000,135,train,high_vibration,0,none,99.427552552854138,9.9713365479685887,0.0013191987193515347,low
train_0000,136,train,high_vibration,0,none,81.516302360046282,9.0286379017017993,0.0043558034984819641,low
train_0000,137,train,high_vibration,0,none,90.843707940418568,9.5311965639377387,0.0023384144488224038,low
